index	louvain	Cai_mapping	cell_types	field
477	5	6	Neuroblast1	1
478	3	4	Interneuron2	1
479	18	19	Interneuron7	1
480	6	7	Interneuron3	1
481	3	4	Interneuron2	1
482	6	7	Interneuron3	1
483	14	15	Neuroblast3	1
484	14	15	Neuroblast3	1
485	1	2	Interneuron1	1
486	5	6	Neuroblast1	1
487	1	2	Interneuron1	1
488	1	2	Interneuron1	1
489	6	7	Interneuron3	1
490	7	8	Astrocytes1	1
491	13	14	Interneuron5	1
492	13	14	Interneuron5	1
493	13	14	Interneuron5	1
494	6	7	Interneuron3	1
495	1	2	Interneuron1	1
496	3	4	Interneuron2	1
497	3	4	Interneuron2	1
498	5	6	Neuroblast1	1
499	19	20	Microglia	1
500	7	8	Astrocytes1	1
501	13	14	Interneuron5	1
502	6	7	Interneuron3	1
503	3	4	Interneuron2	1
504	14	15	Neuroblast3	1
505	9	10	Astrocytes2	1
506	6	7	Interneuron3	1
507	18	19	Interneuron7	1
508	5	6	Neuroblast1	1
509	5	6	Neuroblast1	1
510	6	7	Interneuron3	1
511	5	6	Neuroblast1	1
512	18	19	Interneuron7	1
513	7	8	Astrocytes1	1
514	7	8	Astrocytes1	1
515	1	2	Interneuron1	1
516	7	8	Astrocytes1	1
517	15	16	Interneuron6	1
518	1	2	Interneuron1	1
519	14	15	Neuroblast3	1
520	10	11	Neuroblast2	1
521	1	2	Interneuron1	1
522	6	7	Interneuron3	1
523	3	4	Interneuron2	1
524	6	7	Interneuron3	1
525	9	10	Astrocytes2	1
526	0	1	Th+ Interneuron1	1
527	5	6	Neuroblast1	1
528	13	14	Interneuron5	1
529	5	6	Neuroblast1	1
530	4	5	Th+ Interneuron3	1
531	0	1	Th+ Interneuron1	1
532	20	21	Neuroblast5	1
533	6	7	Interneuron3	1
534	10	11	Neuroblast2	1
535	9	10	Astrocytes2	1
536	5	6	Neuroblast1	1
537	0	1	Th+ Interneuron1	1
538	12	13	Interneuron4	1
539	4	5	Th+ Interneuron3	1
540	20	21	Neuroblast5	1
541	4	5	Th+ Interneuron3	1
542	0	1	Th+ Interneuron1	1
543	3	4	Interneuron2	1
544	3	4	Interneuron2	1
545	7	8	Astrocytes1	1
546	3	4	Interneuron2	1
547	7	8	Astrocytes1	1
548	14	15	Neuroblast3	1
549	4	5	Th+ Interneuron3	1
550	1	2	Interneuron1	1
551	13	14	Interneuron5	1
552	4	5	Th+ Interneuron3	1
553	7	8	Astrocytes1	1
554	24	25	Oligodendrocyte	1
555	15	16	Interneuron6	1
556	4	5	Th+ Interneuron3	1
557	10	11	Neuroblast2	1
558	12	13	Interneuron4	1
559	18	19	Interneuron7	1
560	6	7	Interneuron3	1
561	10	11	Neuroblast2	1
562	4	5	Th+ Interneuron3	1
563	1	2	Interneuron1	1
564	15	16	Interneuron6	1
565	20	21	Neuroblast5	1
566	15	16	Interneuron6	1
567	5	6	Neuroblast1	1
568	5	6	Neuroblast1	1
569	12	13	Interneuron4	1
570	3	4	Interneuron2	1
571	3	4	Interneuron2	1
572	10	11	Neuroblast2	1
573	9	10	Astrocytes2	1
574	12	13	Interneuron4	1
575	15	16	Interneuron6	1
576	5	6	Neuroblast1	1
577	12	13	Interneuron4	1
578	1	2	Interneuron1	1
579	4	5	Th+ Interneuron3	1
580	7	8	Astrocytes1	1
581	1	2	Interneuron1	1
582	0	1	Th+ Interneuron1	1
583	3	4	Interneuron2	1
584	12	13	Interneuron4	1
585	18	19	Interneuron7	1
586	1	2	Interneuron1	1
587	12	13	Interneuron4	1
588	21	22	Th+ Interneuron4	1
589	0	1	Th+ Interneuron1	1
590	1	2	Interneuron1	1
591	3	4	Interneuron2	1
592	4	5	Th+ Interneuron3	1
593	3	4	Interneuron2	1
594	15	16	Interneuron6	2
595	5	6	Neuroblast1	2
596	20	21	Neuroblast5	2
597	20	21	Neuroblast5	2
598	5	6	Neuroblast1	2
599	0	1	Th+ Interneuron1	2
600	12	13	Interneuron4	2
601	10	11	Neuroblast2	2
602	1	2	Interneuron1	2
603	15	16	Interneuron6	2
604	19	20	Microglia	2
605	18	19	Interneuron7	2
606	14	15	Neuroblast3	2
607	15	16	Interneuron6	2
608	0	1	Th+ Interneuron1	2
609	3	4	Interneuron2	2
610	6	7	Interneuron3	2
611	0	1	Th+ Interneuron1	2
612	0	1	Th+ Interneuron1	2
613	0	1	Th+ Interneuron1	2
614	7	8	Astrocytes1	2
615	6	7	Interneuron3	2
616	14	15	Neuroblast3	2
617	0	1	Th+ Interneuron1	2
618	10	11	Neuroblast2	2
619	14	15	Neuroblast3	2
620	3	4	Interneuron2	2
621	6	7	Interneuron3	2
622	3	4	Interneuron2	2
623	1	2	Interneuron1	2
624	1	2	Interneuron1	2
625	18	19	Interneuron7	2
626	6	7	Interneuron3	2
627	3	4	Interneuron2	2
628	4	5	Th+ Interneuron3	2
629	6	7	Interneuron3	2
630	3	4	Interneuron2	2
631	11	12	Endothelial	2
632	0	1	Th+ Interneuron1	2
633	0	1	Th+ Interneuron1	2
634	4	5	Th+ Interneuron3	2
635	9	10	Astrocytes2	2
636	0	1	Th+ Interneuron1	2
637	17	18	Neuroblast4	2
638	3	4	Interneuron2	2
639	13	14	Interneuron5	2
640	2	3	Th+ Interneuron2	2
641	3	4	Interneuron2	2
642	6	7	Interneuron3	2
643	13	14	Interneuron5	2
644	0	1	Th+ Interneuron1	2
645	15	16	Interneuron6	2
646	3	4	Interneuron2	2
647	5	6	Neuroblast1	2
648	9	10	Astrocytes2	2
649	6	7	Interneuron3	2
650	14	15	Neuroblast3	2
651	20	21	Neuroblast5	2
652	24	25	Oligodendrocyte	2
653	10	11	Neuroblast2	2
654	15	16	Interneuron6	2
655	0	1	Th+ Interneuron1	2
656	1	2	Interneuron1	2
657	5	6	Neuroblast1	2
658	5	6	Neuroblast1	2
659	5	6	Neuroblast1	2
660	5	6	Neuroblast1	2
661	5	6	Neuroblast1	2
662	15	16	Interneuron6	2
663	18	19	Interneuron7	2
664	9	10	Astrocytes2	2
665	12	13	Interneuron4	2
666	5	6	Neuroblast1	2
667	9	10	Astrocytes2	2
668	17	18	Neuroblast4	2
669	5	6	Neuroblast1	2
670	7	8	Astrocytes1	2
671	7	8	Astrocytes1	2
672	12	13	Interneuron4	2
673	12	13	Interneuron4	2
674	5	6	Neuroblast1	2
675	7	8	Astrocytes1	2
676	3	4	Interneuron2	2
677	18	19	Interneuron7	2
678	14	15	Neuroblast3	2
679	6	7	Interneuron3	2
680	15	16	Interneuron6	2
681	5	6	Neuroblast1	2
682	17	18	Neuroblast4	2
683	15	16	Interneuron6	2
684	3	4	Interneuron2	2
685	1	2	Interneuron1	2
686	7	8	Astrocytes1	2
687	6	7	Interneuron3	2
688	20	21	Neuroblast5	2
689	10	11	Neuroblast2	2
690	5	6	Neuroblast1	2
691	3	4	Interneuron2	2
692	13	14	Interneuron5	2
693	3	4	Interneuron2	2
694	3	4	Interneuron2	2
695	15	16	Interneuron6	2
696	6	7	Interneuron3	2
697	3	4	Interneuron2	2
698	6	7	Interneuron3	2
699	5	6	Neuroblast1	2
700	20	21	Neuroblast5	2
701	17	18	Neuroblast4	2
702	7	8	Astrocytes1	2
703	1	2	Interneuron1	2
704	6	7	Interneuron3	2
705	12	13	Interneuron4	2
706	17	18	Neuroblast4	2
707	6	7	Interneuron3	2
708	3	4	Interneuron2	2
709	1	2	Interneuron1	2
710	5	6	Neuroblast1	2
711	6	7	Interneuron3	2
712	12	13	Interneuron4	2
713	6	7	Interneuron3	2
714	10	11	Neuroblast2	2
715	0	1	Th+ Interneuron1	2
716	15	16	Interneuron6	2
717	11	12	Endothelial	2
718	14	15	Neuroblast3	2
719	6	7	Interneuron3	2
720	12	13	Interneuron4	2
721	10	11	Neuroblast2	2
722	18	19	Interneuron7	2
723	7	8	Astrocytes1	2
724	24	25	Oligodendrocyte	2
725	1	2	Interneuron1	2
726	20	21	Neuroblast5	2
727	0	1	Th+ Interneuron1	2
728	7	8	Astrocytes1	2
729	5	6	Neuroblast1	2
730	6	7	Interneuron3	2
731	6	7	Interneuron3	2
732	7	8	Astrocytes1	2
733	7	8	Astrocytes1	2
734	3	4	Interneuron2	2
735	5	6	Neuroblast1	2
736	5	6	Neuroblast1	2
737	14	15	Neuroblast3	2
738	10	11	Neuroblast2	2
739	10	11	Neuroblast2	2
740	13	14	Interneuron5	2
741	14	15	Neuroblast3	2
742	10	11	Neuroblast2	2
743	10	11	Neuroblast2	2
744	0	1	Th+ Interneuron1	2
745	1	2	Interneuron1	2
746	10	11	Neuroblast2	2
747	17	18	Neuroblast4	2
748	9	10	Astrocytes2	2
749	3	4	Interneuron2	2
750	1	2	Interneuron1	2
751	17	18	Neuroblast4	2
752	7	8	Astrocytes1	2
753	13	14	Interneuron5	2
754	21	22	Th+ Interneuron4	2
755	4	5	Th+ Interneuron3	2
756	1	2	Interneuron1	2
757	1	2	Interneuron1	2
758	19	20	Microglia	2
759	17	18	Neuroblast4	2
760	3	4	Interneuron2	2
761	17	18	Neuroblast4	2
762	0	1	Th+ Interneuron1	2
763	14	15	Neuroblast3	2
764	14	15	Neuroblast3	2
765	0	1	Th+ Interneuron1	2
766	3	4	Interneuron2	2
767	0	1	Th+ Interneuron1	2
768	12	13	Interneuron4	2
769	14	15	Neuroblast3	2
770	3	4	Interneuron2	2
771	0	1	Th+ Interneuron1	2
772	0	1	Th+ Interneuron1	2
773	13	14	Interneuron5	2
774	4	5	Th+ Interneuron3	2
775	0	1	Th+ Interneuron1	2
776	1	2	Interneuron1	2
777	15	16	Interneuron6	2
778	0	1	Th+ Interneuron1	2
779	5	6	Neuroblast1	2
780	1	2	Interneuron1	2
781	12	13	Interneuron4	2
782	12	13	Interneuron4	2
783	21	22	Th+ Interneuron4	2
784	4	5	Th+ Interneuron3	2
785	1	2	Interneuron1	2
786	6	7	Interneuron3	2
787	5	6	Neuroblast1	2
788	5	6	Neuroblast1	2
789	11	12	Endothelial	2
790	5	6	Neuroblast1	2
791	18	19	Interneuron7	2
792	13	14	Interneuron5	2
793	0	1	Th+ Interneuron1	2
794	5	6	Neuroblast1	2
795	5	6	Neuroblast1	2
796	0	1	Th+ Interneuron1	2
797	6	7	Interneuron3	2
798	5	6	Neuroblast1	2
799	1	2	Interneuron1	2
800	1	2	Interneuron1	2
801	7	8	Astrocytes1	2
802	15	16	Interneuron6	2
803	18	19	Interneuron7	2
804	10	11	Neuroblast2	2
805	12	13	Interneuron4	2
806	1	2	Interneuron1	2
807	11	12	Endothelial	2
808	21	22	Th+ Interneuron4	2
809	19	20	Microglia	2
810	11	12	Endothelial	2
811	1	2	Interneuron1	2
812	0	1	Th+ Interneuron1	2
813	10	11	Neuroblast2	2
814	6	7	Interneuron3	2
815	4	5	Th+ Interneuron3	2
816	5	6	Neuroblast1	2
817	7	8	Astrocytes1	2
818	9	10	Astrocytes2	2
819	7	8	Astrocytes1	2
820	6	7	Interneuron3	2
821	9	10	Astrocytes2	2
822	9	10	Astrocytes2	2
823	5	6	Neuroblast1	2
824	1	2	Interneuron1	2
825	11	12	Endothelial	2
826	3	4	Interneuron2	2
827	6	7	Interneuron3	2
828	6	7	Interneuron3	2
829	3	4	Interneuron2	2
830	3	4	Interneuron2	2
831	3	4	Interneuron2	2
832	17	18	Neuroblast4	2
833	1	2	Interneuron1	2
834	17	18	Neuroblast4	2
835	7	8	Astrocytes1	2
836	14	15	Neuroblast3	2
837	20	21	Neuroblast5	2
838	0	1	Th+ Interneuron1	2
839	10	11	Neuroblast2	2
840	17	18	Neuroblast4	2
841	17	18	Neuroblast4	2
842	7	8	Astrocytes1	2
843	7	8	Astrocytes1	2
844	4	5	Th+ Interneuron3	2
845	17	18	Neuroblast4	2
846	0	1	Th+ Interneuron1	2
847	12	13	Interneuron4	2
848	0	1	Th+ Interneuron1	2
849	21	22	Th+ Interneuron4	2
850	13	14	Interneuron5	2
851	5	6	Neuroblast1	2
852	2	3	Th+ Interneuron2	2
853	0	1	Th+ Interneuron1	2
854	0	1	Th+ Interneuron1	2
855	0	1	Th+ Interneuron1	2
856	19	20	Microglia	2
857	17	18	Neuroblast4	2
858	5	6	Neuroblast1	2
859	18	19	Interneuron7	2
860	18	19	Interneuron7	2
861	10	11	Neuroblast2	2
862	3	4	Interneuron2	2
863	3	4	Interneuron2	2
864	5	6	Neuroblast1	2
865	15	16	Interneuron6	2
866	12	13	Interneuron4	2
867	1	2	Interneuron1	2
868	7	8	Astrocytes1	2
869	1	2	Interneuron1	2
870	18	19	Interneuron7	2
871	6	7	Interneuron3	2
872	5	6	Neuroblast1	2
873	5	6	Neuroblast1	2
874	0	1	Th+ Interneuron1	2
875	7	8	Astrocytes1	2
876	3	4	Interneuron2	2
877	1	2	Interneuron1	2
878	17	18	Neuroblast4	2
879	1	2	Interneuron1	2
880	12	13	Interneuron4	2
881	5	6	Neuroblast1	2
882	12	13	Interneuron4	2
883	15	16	Interneuron6	2
884	1	2	Interneuron1	2
885	6	7	Interneuron3	2
886	14	15	Neuroblast3	2
887	7	8	Astrocytes1	2
888	7	8	Astrocytes1	2
889	3	4	Interneuron2	2
890	21	22	Th+ Interneuron4	2
891	19	20	Microglia	2
892	20	21	Neuroblast5	2
893	21	22	Th+ Interneuron4	2
894	5	6	Neuroblast1	2
895	3	4	Interneuron2	2
896	21	22	Th+ Interneuron4	2
897	5	6	Neuroblast1	2
898	14	15	Neuroblast3	2
899	0	1	Th+ Interneuron1	3
900	6	7	Interneuron3	3
901	5	6	Neuroblast1	3
902	10	11	Neuroblast2	3
903	0	1	Th+ Interneuron1	3
904	0	1	Th+ Interneuron1	3
905	12	13	Interneuron4	3
906	0	1	Th+ Interneuron1	3
907	4	5	Th+ Interneuron3	3
908	0	1	Th+ Interneuron1	3
909	4	5	Th+ Interneuron3	3
910	0	1	Th+ Interneuron1	3
911	4	5	Th+ Interneuron3	3
912	7	8	Astrocytes1	3
913	0	1	Th+ Interneuron1	3
914	0	1	Th+ Interneuron1	3
915	1	2	Interneuron1	3
916	0	1	Th+ Interneuron1	3
917	6	7	Interneuron3	3
918	9	10	Astrocytes2	3
919	12	13	Interneuron4	3
920	0	1	Th+ Interneuron1	3
921	15	16	Interneuron6	3
922	6	7	Interneuron3	3
923	17	18	Neuroblast4	3
924	10	11	Neuroblast2	3
925	20	21	Neuroblast5	3
926	3	4	Interneuron2	3
927	0	1	Th+ Interneuron1	3
928	0	1	Th+ Interneuron1	3
929	17	18	Neuroblast4	3
930	4	5	Th+ Interneuron3	3
931	14	15	Neuroblast3	3
932	4	5	Th+ Interneuron3	3
933	1	2	Interneuron1	3
934	14	15	Neuroblast3	3
935	0	1	Th+ Interneuron1	3
936	20	21	Neuroblast5	3
937	4	5	Th+ Interneuron3	3
938	14	15	Neuroblast3	3
939	3	4	Interneuron2	3
940	0	1	Th+ Interneuron1	3
941	4	5	Th+ Interneuron3	3
942	13	14	Interneuron5	3
943	14	15	Neuroblast3	3
944	10	11	Neuroblast2	3
945	17	18	Neuroblast4	3
946	3	4	Interneuron2	3
947	0	1	Th+ Interneuron1	3
948	17	18	Neuroblast4	3
949	18	19	Interneuron7	3
950	10	11	Neuroblast2	3
951	1	2	Interneuron1	3
952	12	13	Interneuron4	3
953	20	21	Neuroblast5	3
954	15	16	Interneuron6	3
955	10	11	Neuroblast2	3
956	14	15	Neuroblast3	3
957	12	13	Interneuron4	3
958	6	7	Interneuron3	3
959	21	22	Th+ Interneuron4	3
960	12	13	Interneuron4	3
961	12	13	Interneuron4	3
962	0	1	Th+ Interneuron1	3
963	3	4	Interneuron2	3
964	17	18	Neuroblast4	3
965	5	6	Neuroblast1	3
966	3	4	Interneuron2	3
967	14	15	Neuroblast3	3
968	10	11	Neuroblast2	3
969	4	5	Th+ Interneuron3	3
970	0	1	Th+ Interneuron1	3
971	6	7	Interneuron3	3
972	6	7	Interneuron3	3
973	0	1	Th+ Interneuron1	3
974	20	21	Neuroblast5	3
975	4	5	Th+ Interneuron3	3
976	10	11	Neuroblast2	3
977	7	8	Astrocytes1	3
978	6	7	Interneuron3	3
979	14	15	Neuroblast3	3
980	20	21	Neuroblast5	3
981	5	6	Neuroblast1	3
982	12	13	Interneuron4	3
983	3	4	Interneuron2	3
984	0	1	Th+ Interneuron1	3
985	5	6	Neuroblast1	3
986	18	19	Interneuron7	3
987	12	13	Interneuron4	3
988	15	16	Interneuron6	3
989	5	6	Neuroblast1	3
990	3	4	Interneuron2	3
991	0	1	Th+ Interneuron1	3
992	17	18	Neuroblast4	3
993	3	4	Interneuron2	3
994	7	8	Astrocytes1	3
995	12	13	Interneuron4	3
996	6	7	Interneuron3	3
997	14	15	Neuroblast3	3
998	5	6	Neuroblast1	3
999	6	7	Interneuron3	3
1000	19	20	Microglia	3
1001	6	7	Interneuron3	3
1002	1	2	Interneuron1	3
1003	0	1	Th+ Interneuron1	3
1004	1	2	Interneuron1	3
1005	3	4	Interneuron2	3
1006	5	6	Neuroblast1	3
1007	6	7	Interneuron3	3
1008	0	1	Th+ Interneuron1	3
1009	6	7	Interneuron3	3
1010	6	7	Interneuron3	3
1011	1	2	Interneuron1	3
1012	3	4	Interneuron2	3
1013	3	4	Interneuron2	3
1014	6	7	Interneuron3	3
1015	11	12	Endothelial	3
1016	17	18	Neuroblast4	3
1017	1	2	Interneuron1	3
1018	13	14	Interneuron5	3
1019	5	6	Neuroblast1	3
1020	1	2	Interneuron1	3
1021	10	11	Neuroblast2	3
1022	6	7	Interneuron3	3
1023	10	11	Neuroblast2	3
1024	5	6	Neuroblast1	3
1025	5	6	Neuroblast1	3
1026	1	2	Interneuron1	3
1027	6	7	Interneuron3	3
1028	6	7	Interneuron3	3
1029	20	21	Neuroblast5	3
1030	5	6	Neuroblast1	3
1031	17	18	Neuroblast4	3
1032	3	4	Interneuron2	3
1033	11	12	Endothelial	3
1034	7	8	Astrocytes1	3
1035	17	18	Neuroblast4	3
1036	18	19	Interneuron7	3
1037	1	2	Interneuron1	3
1038	5	6	Neuroblast1	3
1039	1	2	Interneuron1	3
1040	4	5	Th+ Interneuron3	3
1041	9	10	Astrocytes2	3
1042	7	8	Astrocytes1	3
1043	3	4	Interneuron2	3
1044	3	4	Interneuron2	3
1045	18	19	Interneuron7	3
1046	1	2	Interneuron1	3
1047	1	2	Interneuron1	3
1048	6	7	Interneuron3	3
1049	7	8	Astrocytes1	3
1050	3	4	Interneuron2	3
1051	6	7	Interneuron3	3
1052	3	4	Interneuron2	3
1053	6	7	Interneuron3	3
1054	5	6	Neuroblast1	3
1055	1	2	Interneuron1	3
1056	7	8	Astrocytes1	3
1057	11	12	Endothelial	3
1058	15	16	Interneuron6	3
1059	6	7	Interneuron3	3
1060	6	7	Interneuron3	3
1061	7	8	Astrocytes1	3
1062	15	16	Interneuron6	3
1063	7	8	Astrocytes1	3
1064	3	4	Interneuron2	3
1065	0	1	Th+ Interneuron1	3
1066	5	6	Neuroblast1	3
1067	6	7	Interneuron3	3
1068	6	7	Interneuron3	3
1069	7	8	Astrocytes1	3
1070	7	8	Astrocytes1	3
1071	5	6	Neuroblast1	3
1072	15	16	Interneuron6	3
1073	1	2	Interneuron1	3
1074	3	4	Interneuron2	3
1075	5	6	Neuroblast1	3
1076	9	10	Astrocytes2	3
1077	7	8	Astrocytes1	3
1078	15	16	Interneuron6	3
1079	21	22	Th+ Interneuron4	3
1080	5	6	Neuroblast1	3
1081	5	6	Neuroblast1	3
1082	21	22	Th+ Interneuron4	3
1083	1	2	Interneuron1	3
1084	18	19	Interneuron7	3
1085	1	2	Interneuron1	3
1086	15	16	Interneuron6	3
1087	4	5	Th+ Interneuron3	3
1088	0	1	Th+ Interneuron1	3
1089	1	2	Interneuron1	3
1090	0	1	Th+ Interneuron1	3
1091	0	1	Th+ Interneuron1	3
1092	10	11	Neuroblast2	3
1093	10	11	Neuroblast2	3
1094	11	12	Endothelial	3
1095	14	15	Neuroblast3	3
1096	17	18	Neuroblast4	3
1097	2	3	Th+ Interneuron2	3
1098	5	6	Neuroblast1	3
1099	6	7	Interneuron3	3
1100	11	12	Endothelial	3
1101	2	3	Th+ Interneuron2	3
1102	14	15	Neuroblast3	3
1103	3	4	Interneuron2	3
1104	10	11	Neuroblast2	3
1105	4	5	Th+ Interneuron3	3
1106	10	11	Neuroblast2	3
1107	15	16	Interneuron6	3
1108	5	6	Neuroblast1	3
1109	6	7	Interneuron3	3
1110	3	4	Interneuron2	3
1111	20	21	Neuroblast5	3
1112	3	4	Interneuron2	3
1113	1	2	Interneuron1	3
1114	6	7	Interneuron3	3
1115	0	1	Th+ Interneuron1	3
1116	9	10	Astrocytes2	3
1117	5	6	Neuroblast1	3
1118	1	2	Interneuron1	3
1119	2	3	Th+ Interneuron2	3
1120	5	6	Neuroblast1	3
1121	15	16	Interneuron6	3
1122	12	13	Interneuron4	3
1123	9	10	Astrocytes2	3
1124	6	7	Interneuron3	3
1125	5	6	Neuroblast1	3
1126	6	7	Interneuron3	3
1127	1	2	Interneuron1	3
1128	9	10	Astrocytes2	3
1129	1	2	Interneuron1	3
1130	6	7	Interneuron3	3
1131	9	10	Astrocytes2	3
1132	7	8	Astrocytes1	3
1133	18	19	Interneuron7	3
1134	14	15	Neuroblast3	3
1135	20	21	Neuroblast5	3
1136	9	10	Astrocytes2	3
1137	5	6	Neuroblast1	3
1138	6	7	Interneuron3	3
1139	0	1	Th+ Interneuron1	3
1140	12	13	Interneuron4	3
1141	1	2	Interneuron1	3
1142	0	1	Th+ Interneuron1	3
1143	1	2	Interneuron1	3
1144	12	13	Interneuron4	3
1145	4	5	Th+ Interneuron3	3
1146	4	5	Th+ Interneuron3	3
1147	15	16	Interneuron6	3
1148	0	1	Th+ Interneuron1	3
1149	7	8	Astrocytes1	3
1150	13	14	Interneuron5	3
1151	14	15	Neuroblast3	3
1152	7	8	Astrocytes1	3
1153	3	4	Interneuron2	3
1154	15	16	Interneuron6	3
1155	3	4	Interneuron2	3
1156	1	2	Interneuron1	3
1157	5	6	Neuroblast1	3
1158	3	4	Interneuron2	3
1159	3	4	Interneuron2	3
1160	6	7	Interneuron3	3
1161	12	13	Interneuron4	3
1162	14	15	Neuroblast3	3
1163	0	1	Th+ Interneuron1	3
1164	7	8	Astrocytes1	3
1165	0	1	Th+ Interneuron1	3
1166	10	11	Neuroblast2	3
1167	17	18	Neuroblast4	3
1168	20	21	Neuroblast5	3
1169	12	13	Interneuron4	3
1170	0	1	Th+ Interneuron1	3
1171	4	5	Th+ Interneuron3	3
1172	17	18	Neuroblast4	3
1173	0	1	Th+ Interneuron1	3
1174	1	2	Interneuron1	3
1175	4	5	Th+ Interneuron3	3
1176	5	6	Neuroblast1	3
1177	4	5	Th+ Interneuron3	3
1178	4	5	Th+ Interneuron3	3
1179	12	13	Interneuron4	3
1180	12	13	Interneuron4	3
1181	0	1	Th+ Interneuron1	3
1182	14	15	Neuroblast3	3
1183	14	15	Neuroblast3	3
1184	3	4	Interneuron2	3
1185	13	14	Interneuron5	3
1186	3	4	Interneuron2	3
1187	0	1	Th+ Interneuron1	3
1188	4	5	Th+ Interneuron3	3
1189	10	11	Neuroblast2	3
1190	1	2	Interneuron1	3
1191	13	14	Interneuron5	3
1192	12	13	Interneuron4	3
1193	1	2	Interneuron1	3
1194	21	22	Th+ Interneuron4	3
1195	18	19	Interneuron7	3
1196	11	12	Endothelial	3
1197	0	1	Th+ Interneuron1	3
1198	1	2	Interneuron1	3
1199	15	16	Interneuron6	3
1200	15	16	Interneuron6	3
1201	7	8	Astrocytes1	3
1202	6	7	Interneuron3	3
1203	13	14	Interneuron5	3
1204	5	6	Neuroblast1	3
1205	1	2	Interneuron1	3
1206	2	3	Th+ Interneuron2	3
1207	3	4	Interneuron2	3
1208	7	8	Astrocytes1	3
1209	10	11	Neuroblast2	3
1210	1	2	Interneuron1	3
1211	12	13	Interneuron4	3
1212	6	7	Interneuron3	3
1213	6	7	Interneuron3	3
1214	1	2	Interneuron1	3
1215	6	7	Interneuron3	3
1216	3	4	Interneuron2	3
1217	3	4	Interneuron2	3
1218	19	20	Microglia	3
1219	12	13	Interneuron4	3
1220	3	4	Interneuron2	3
1221	15	16	Interneuron6	3
1222	4	5	Th+ Interneuron3	4
1223	21	22	Th+ Interneuron4	4
1224	4	5	Th+ Interneuron3	4
1225	0	1	Th+ Interneuron1	4
1226	0	1	Th+ Interneuron1	4
1227	0	1	Th+ Interneuron1	4
1228	0	1	Th+ Interneuron1	4
1229	0	1	Th+ Interneuron1	4
1230	13	14	Interneuron5	4
1231	4	5	Th+ Interneuron3	4
1232	0	1	Th+ Interneuron1	4
1233	12	13	Interneuron4	4
1234	17	18	Neuroblast4	4
1235	0	1	Th+ Interneuron1	4
1236	1	2	Interneuron1	4
1237	17	18	Neuroblast4	4
1238	0	1	Th+ Interneuron1	4
1239	1	2	Interneuron1	4
1240	4	5	Th+ Interneuron3	4
1241	0	1	Th+ Interneuron1	4
1242	10	11	Neuroblast2	4
1243	12	13	Interneuron4	4
1244	0	1	Th+ Interneuron1	4
1245	4	5	Th+ Interneuron3	4
1246	1	2	Interneuron1	4
1247	4	5	Th+ Interneuron3	4
1248	19	20	Microglia	4
1249	14	15	Neuroblast3	4
1250	0	1	Th+ Interneuron1	4
1251	17	18	Neuroblast4	4
1252	13	14	Interneuron5	4
1253	15	16	Interneuron6	4
1254	0	1	Th+ Interneuron1	4
1255	12	13	Interneuron4	4
1256	12	13	Interneuron4	4
1257	1	2	Interneuron1	4
1258	1	2	Interneuron1	4
1259	5	6	Neuroblast1	4
1260	14	15	Neuroblast3	4
1261	0	1	Th+ Interneuron1	4
1262	4	5	Th+ Interneuron3	4
1263	1	2	Interneuron1	4
1264	24	25	Oligodendrocyte	4
1265	4	5	Th+ Interneuron3	4
1266	17	18	Neuroblast4	4
1267	14	15	Neuroblast3	4
1268	11	12	Endothelial	4
1269	13	14	Interneuron5	4
1270	15	16	Interneuron6	4
1271	3	4	Interneuron2	4
1272	4	5	Th+ Interneuron3	4
1273	1	2	Interneuron1	4
1274	3	4	Interneuron2	4
1275	4	5	Th+ Interneuron3	4
1276	4	5	Th+ Interneuron3	4
1277	1	2	Interneuron1	4
1278	0	1	Th+ Interneuron1	4
1279	15	16	Interneuron6	4
1280	12	13	Interneuron4	4
1281	1	2	Interneuron1	4
1282	7	8	Astrocytes1	4
1283	4	5	Th+ Interneuron3	4
1284	12	13	Interneuron4	4
1285	6	7	Interneuron3	4
1286	12	13	Interneuron4	4
1287	0	1	Th+ Interneuron1	4
1288	13	14	Interneuron5	4
1289	11	12	Endothelial	4
1290	10	11	Neuroblast2	4
1291	4	5	Th+ Interneuron3	4
1292	12	13	Interneuron4	4
1293	7	8	Astrocytes1	4
1294	12	13	Interneuron4	4
1295	1	2	Interneuron1	4
1296	3	4	Interneuron2	4
1297	1	2	Interneuron1	4
1298	18	19	Interneuron7	4
1299	1	2	Interneuron1	4
1300	4	5	Th+ Interneuron3	4
1301	9	10	Astrocytes2	4
1302	7	8	Astrocytes1	4
1303	12	13	Interneuron4	4
1304	0	1	Th+ Interneuron1	4
1305	4	5	Th+ Interneuron3	4
1306	3	4	Interneuron2	4
1307	15	16	Interneuron6	4
1308	5	6	Neuroblast1	4
1309	3	4	Interneuron2	4
1310	1	2	Interneuron1	4
1311	13	14	Interneuron5	4
1312	7	8	Astrocytes1	4
1313	14	15	Neuroblast3	4
1314	3	4	Interneuron2	4
1315	0	1	Th+ Interneuron1	4
1316	10	11	Neuroblast2	4
1317	3	4	Interneuron2	4
1318	6	7	Interneuron3	4
1319	13	14	Interneuron5	4
1320	20	21	Neuroblast5	4
1321	3	4	Interneuron2	4
1322	19	20	Microglia	4
1323	13	14	Interneuron5	4
1324	1	2	Interneuron1	4
1325	4	5	Th+ Interneuron3	4
