x	y	z
-34.1192529999998	-538.1646035	60
-32.4901449999998	-600.7105175	60
-24.130365	-562.2619665	60
-23.72973	-607.4534025	60
-20.9372520000002	-525.4051695	60
-17.6226299999998	-605.3852525	60
-16.561389	-578.3405455	60
-17.3289559999998	-618.3882355	60
-12.6208230000002	-631.6582365	60
-9.23250300000018	-620.6186285	60
-6.30372200000011	-582.7592715	60
-1.93787999999995	-640.8386925	60
4.31449000000021	-655.4482985	60
6.07498699999996	-663.8782725	60
20.2428829999999	-671.2440245	60
22.2216830000002	-687.8419245	60
26.9647570000002	-637.2399175	60
27.4075330000001	-582.2067055	60
34.9523859999999	-666.9172175	60
34.0515660000001	-576.0864715	60
37.5079479999999	-560.5613655	60
39.7873810000001	-641.5367185	60
42.8470659999998	-678.5599585	60
51.5971060000002	-692.6894995	60
53.1896969999998	-679.5065805	60
51.3199610000001	-593.1928345	60
58.037174	-543.4883415	60
61.4497190000002	-685.6058015	60
62.8734290000002	-591.5358925	60
71.6520180000002	-567.1326045	60
78.1890400000002	-571.1154905	60
83.8741450000002	-599.0784275	60
85.5821740000001	-681.8833375	60
-42.796812	-638.5724585	60
-36.7431929999998	-642.0416685	60
-30.0281409999998	-582.8706445	60
-26.502532	-642.5639455	60
-23.548049	-648.3070805	60
15.9562150000002	-574.1878935	60
21.2021719999998	-527.3918945	60
21.6584910000001	-536.2177585	60
54.8214290000001	-616.4991585	60
54.775447	-515.8967295	60
62.2949530000001	-525.9114125	60
83.973661	-692.4482485	60
8.6948010000001	-553.9268045	60
42.775803	-560.7536845	60
44.263003	-688.6620595	60
91.7782750000001	-589.0463645	60
-31.5980549999999	-630.2812485	60
-18.775537	-658.3408685	60
-9.35349399999996	-660.2816665	60
7.8587120000002	-570.5617605	60
23.7138650000002	-547.5141855	60
33.385808	-688.5085135	60
66.163532	-618.1170175	60
-89.9043700000002	-454.3296295	60
-86.1491940000001	-387.0692645	60
-85.8831570000002	-343.7520715	60
-85.370058	-443.4698655	60
-81.260745	-316.4668205	60
-79.4179949999998	-467.1342265	60
-77.6009680000002	-363.2787095	60
-71.9545669999998	-492.4435175	60
-71.4207139999999	-448.5929815	60
-72.5594879999999	-439.8104445	60
-70.3098279999999	-379.6028455	60
-69.257795	-397.5290045	60
-71.6416629999999	-388.2354995	60
-62.743657	-351.6649485	60
-60.041659	-336.9834925	60
-59.6103239999998	-453.7311955	60
-58.6686770000001	-373.9708125	60
-57.8424839999998	-323.2596285	60
-55.8214979999998	-445.3034835	60
-56.3150350000001	-438.0829095	60
-55.5129900000002	-399.6658005	60
-52.6518310000001	-309.4809085	60
-42.8582329999999	-367.1599575	60
-42.8788199999999	-497.6583365	60
-34.1661869999998	-358.5542475	60
-32.7153520000002	-478.9878305	60
-29.8066479999998	-316.2923735	60
-29.60862	-470.1844275	60
-22.8748289999999	-419.7689405	60
-23.258018	-341.3746845	60
-23.8079119999998	-478.4227935	60
-23.1470920000002	-390.3117315	60
-22.9273189999999	-334.0004225	60
-20.0509900000002	-399.1453735	60
-18.1363110000002	-376.4263165	60
-9.25342300000011	-344.7583645	60
-10.7790329999998	-313.4817545	60
-14.0064440000001	-440.4662745	60
-10.8173270000002	-426.1540325	60
-6.80853200000001	-475.4033525	60
-7.06441099999984	-354.0161005	60
-2.52981099999988	-338.7536765	60
-4.03712300000007	-489.5300495	60
-3.31778799999984	-307.3965985	60
-0.211363999999776	-461.0706375	60
6.9664630000002	-448.0179785	60
10.0196759999999	-478.3675235	60
16.228885	-440.4137555	60
20.899058	-453.6543775	60
32.0916339999999	-343.7671465	60
29.7943799999998	-386.5441435	60
30.1582990000002	-315.3422205	60
32.700785	-391.1331875	60
36.2459469999999	-399.3908585	60
40.1093310000001	-461.0830275	60
41.1042090000001	-484.9282735	60
48.5049920000001	-317.9998215	60
50.6148659999999	-336.4334595	60
53.1874889999999	-384.1410425	60
54.259313	-311.1022365	60
50.0844619999998	-425.7325355	60
60.3559369999998	-397.0925025	60
64.2285240000001	-469.4371205	60
72.3226829999999	-322.6555855	60
70.5005580000002	-433.2908885	60
72.5489430000002	-405.2002895	60
71.8892249999999	-489.2554505	60
72.277212	-443.2059545	60
72.7558490000001	-477.6403525	60
89.3456329999999	-423.4600115	60
91.1951090000002	-374.2263655	60
94.1050409999998	-399.1803875	60
96.0553669999999	-315.7619395	60
-71.5520689999998	-407.2981525	60
-64.7464399999999	-312.1758685	60
-62.1867870000001	-404.7079215	60
-41.5382799999998	-331.0234345	60
-41.4527360000002	-338.3305395	60
-35.3006850000002	-377.9597515	60
-2.93577099999993	-371.4229985	60
0.845949999999903	-316.0156815	60
15.631241	-417.0618895	60
19.2412810000001	-490.0900075	60
22.1685259999999	-359.4278435	60
41.9733070000002	-448.2229325	60
72.0956190000002	-459.0689865	60
72.8047959999999	-346.4013535	60
90.3841779999998	-319.0940045	60
-82.3879830000001	-330.1022725	60
-77.8883500000002	-479.8546985	60
-49.2569619999999	-458.4226595	60
-39.4365240000002	-396.3337305	60
-38.543576	-407.5475145	60
-19.7195409999999	-322.6211095	60
-22.351917	-465.0407025	60
37.2935940000002	-374.2538075	60
77.378514	-330.4509985	60
91.662468	-439.7205265	60
-84.2697859999998	-428.6327535	60
-59.433196	-426.3279415	60
-50.6901159999998	-425.4301215	60
5.29783099999986	-382.9002495	60
13.0183780000002	-381.5449195	60
53.1315770000001	-349.1272565	60
-59.9374630000002	-382.8292815	60
-48.4618599999999	-397.8100255	60
-7.06149099999993	-393.6760365	60
33.322056	-417.8444605	60
44.0933060000002	-399.2033905	60
57.4382860000001	-470.7679025	60
65.5313030000002	-367.3628035	60
65.7221030000001	-411.1977955	60
78.346274	-465.4055675	60
80.635518	-378.5854125	60
81.2733939999998	-366.8602815	60
-84.830449	-265.3821965	60
-86.6941189999998	-202.0579515	60
-81.847385	-191.8269685	60
-78.6575539999999	-237.6327515	60
-74.2442799999999	-211.5429905	60
-73.0652089999999	-127.8187865	60
-71.724381	-259.9804495	60
-71.0794729999998	-227.9821105	60
-69.094963	-188.5475995	60
-68.0427209999998	-139.6747855	60
-65.9687749999998	-118.4006475	60
-63.1879049999998	-149.9571945	60
-65.1454819999999	-176.2673885	60
-62.4780350000001	-250.4247615	60
-56.9280749999998	-160.3223085	60
-57.2154919999998	-116.2369335	60
-52.8259720000001	-246.1766385	60
-50.5552290000001	-115.1736345	60
-35.8094930000002	-250.8602525	60
-34.2405469999999	-150.7732735	60
-33.1317669999999	-242.1465315	60
-27.9795880000001	-189.4242755	60
-29.520732	-182.7977115	60
-27.5894629999998	-232.4340465	60
-25.652302	-149.3354085	60
-23.7987400000002	-289.1491355	60
-23.6787679999998	-217.9794675	60
-22.8345549999999	-282.7678405	60
-17.3651869999999	-156.7520815	60
-19.8312769999998	-203.8180135	60
-16.6224769999999	-248.2573125	60
-16.2659720000001	-144.5577715	60
-15.8424209999998	-171.2835735	60
-14.303398	-239.8514785	60
-11.338855	-156.4510165	60
-4.35973999999987	-206.7745885	60
-4.11277500000006	-196.2532005	60
-2.9612659999998	-188.4345765	60
9.96542899999986	-194.0255585	60
6.27752999999984	-165.6619645	60
13.5430609999999	-289.6120705	60
15.4918360000001	-229.5564935	60
19.2446719999998	-147.5707075	60
19.6901910000001	-219.6779295	60
18.2789379999999	-247.5303595	60
17.2129070000001	-266.3172055	60
29.6481549999999	-146.7068445	60
31.0112960000001	-170.1686985	60
34.8300610000001	-120.1251835	60
37.0717509999999	-131.8763025	60
37.6754660000001	-285.6396125	60
35.8866710000002	-244.8451635	60
39.000403	-215.6244105	60
37.2610220000001	-141.7602385	60
39.891736	-197.0695215	60
40.6341280000001	-233.0895535	60
43.8935919999999	-251.5576655	60
45.4655120000002	-137.6884705	60
58.4991989999999	-212.7114435	60
61.0442779999998	-138.0931005	60
63.3612750000002	-167.5183985	60
61.1512830000001	-263.0087105	60
66.0214190000002	-176.0029135	60
66.973289	-257.1635865	60
69.6943940000001	-118.2755615	60
72.398991	-286.7591055	60
74.6884639999998	-235.7745495	60
76.9558889999998	-171.3094505	60
77.750509	-219.7722285	60
82.1301669999998	-156.8396165	60
89.6394719999998	-143.7460975	60
94.4089220000001	-204.1906575	60
-16.3405630000002	-182.1788875	60
-7.14145499999995	-278.4029755	60
4.56651199999988	-172.5417005	60
12.2077800000002	-178.7181935	60
52.4192200000002	-164.7609485	60
-91.9079649999999	-215.2820965	60
-80.458435	-145.9945645	60
-64.8229430000001	-215.4401875	60
-49.886242	-207.1474795	60
-44.8844979999999	-155.5635425	60
-39.769245	-151.6073565	60
-15.0456089999998	-272.6889485	60
59.3123329999999	-290.0763985	60
67.34067	-134.0019085	60
-54.1830890000001	-264.9654835	60
-47.2990260000001	-224.3238205	60
-41.8140370000001	-243.8923825	60
69.784686	-246.0585825	60
77.1850880000002	-256.9209725	60
-83.095319	-211.2716305	60
-44.751135	-196.2226765	60
-40.3518009999998	-189.7753755	60
-40.0609370000002	-182.4162825	60
-39.6583810000002	-175.5670645	60
-28.5620960000001	-275.8987805	60
-26.1280109999998	-159.8118405	60
-14.164831	-259.8013705	60
19.133898	-205.2297935	60
17.523768	-157.3549185	60
64.3038689999998	-242.5950945	60
-81.2555699999998	-249.4928145	60
9.40063599999985	-274.0485495	60
-84.639212	33.0982054999999	60
-85.8604719999998	93.7577905000003	60
-82.045466	-35.2491554999997	60
-79.7317239999998	86.8331865	60
-80.2359299999998	-53.6734974999999	60
-72.4696130000002	-50.5564294999999	60
-70.4969889999998	32.9522904999999	60
-62.110306	-46.5624665	60
-58.0629680000002	-63.9084505000001	60
-59.3090550000002	-91.3741904999997	60
-56.6496139999999	38.4253214999999	60
-54.9134100000001	50.8942325000003	60
-53.8472879999999	-75.6707194999999	60
-54.4537719999998	30.8466455000002	60
-50.2402980000002	-6.41409449999992	60
-50.6247199999998	61.9105575000003	60
-50.7267630000001	-90.8968454999999	60
-47.1828529999998	49.4273965000002	60
-42.5625220000002	-17.1308894999997	60
-41.5385959999999	-45.9276894999998	60
-30.9695769999998	-41.7597925	60
-28.3464180000001	50.6048255000001	60
-24.9602789999999	-24.8919714999997	60
-24.1407060000001	74.3015955000001	60
-25.5993349999999	-5.06142249999994	60
-19.4171329999999	19.2963185000003	60
-17.8146470000002	-24.9318654999997	60
-15.1752590000001	-8.20202949999975	60
-15.6869780000002	0.924755500000174	60
-11.3600310000002	37.7380065000002	60
-8.12704200000007	67.7929695000003	60
-4.70930700000008	84.3409895	60
-3.79924600000004	-74.2944594999999	60
-2.65802900000017	26.7397565000001	60
0.348163999999997	61.9845665000003	60
2.3031860000001	35.1755345000001	60
3.03113399999984	-34.9169844999997	60
5.37543700000015	-16.8521055000001	60
16.3687650000002	44.6108925000003	60
15.1931709999999	-71.8595534999999	60
18.4295229999998	76.1414144999999	60
19.0353209999998	-64.6203105	60
23.259998	-15.5571215	60
29.4216190000002	73.2030945000001	60
30.5868570000002	85.1281635	60
33.3387229999998	30.6077605	60
36.6709810000002	-22.5299645	60
40.993164	-0.298302499999863	60
44.3189379999999	55.2244515000002	60
49.9301329999998	77.1049674999999	60
54.411638	65.5059945000003	60
56.4241010000001	-66.7252144999998	60
66.626718	-25.0490074999998	60
69.7104490000002	-44.2503415000001	60
70.09348	51.6681165	60
79.7741059999998	-4.48321749999968	60
89.5388990000001	50.8091075000002	60
90.6212949999999	87.0410434999999	60
-75.4815659999999	50.6779505	60
-42.1487750000001	71.5848785000003	60
34.8427689999999	-73.4531804999997	60
-74.8179460000001	67.9897034999999	60
-11.9255819999998	-21.0139154999997	60
-4.47464899999977	80.6008345	60
-4.16571400000021	-46.1631355	60
-0.851110000000062	-62.6441245000001	60
-0.502752999999757	49.7228565	60
5.52139500000021	1.37985150000031	60
9.50426299999981	62.5041875000002	60
13.4113160000002	-90.4337264999999	60
59.0921990000002	35.8853815000002	60
74.6149850000002	-79.6206164999999	60
-58.6030340000002	0.93135650000022	60
-32.8295290000001	-48.0943035	60
10.4915759999999	-17.1037324999998	60
17.850101	-11.9520754999999	60
20.6829170000001	-51.4356614999997	60
24.6707710000001	-45.3540174999998	60
27.1189979999999	-77.3977595000001	60
27.0968800000001	-69.4809704999998	60
45.1588110000002	10.6484595000002	60
91.3497400000001	82.0731495	60
-91.3467009999999	-55.7641564999999	60
-85.2865750000001	7.20674749999989	60
-75.0064990000001	-10.8312504999999	60
-77.1648660000001	-78.4068214999998	60
-61.0429690000001	81.4801745	60
-48.77934	-72.3623235	60
-51.4935219999998	10.4566585000002	60
-42.0416529999998	-28.0333814999999	60
-24.6046940000001	35.2937545	60
-17.5096330000001	15.7560635	60
-12.228505	76.2679914999999	60
2.48210199999994	-25.1021375	60
0.646812999999838	-88.2800824999999	60
7.79074200000014	82.8677195	60
10.545584	33.4081015000002	60
9.67097100000001	26.1393395	60
21.397645	83.4607285000002	60
22.6602379999999	-87.2612574999998	60
40.7251729999998	-56.3931104999997	60
44.269652	-48.7496514999998	60
45.4178649999999	-86.0871585	60
71.439374	-67.7712935	60
82.172724	0.427285499999925	60
94.6293810000002	-84.5471374999997	60
86.529884	-31.6640385000001	60
-93.572048	250.5488605	60
-91.5738080000001	220.8630575	60
-90.8384769999998	189.4127565	60
-90.0564679999998	133.9886985	60
-88.393427	175.9377775	60
-84.8160039999998	249.1238755	60
-82.1866030000001	163.8898155	60
-79.9004799999998	107.8896705	60
-74.6827819999999	254.9146105	60
-73.2835100000002	180.8879595	60
-62.0432839999999	198.8344915	60
-58.2496959999999	113.5983305	60
-59.1181160000001	266.6194645	60
-57.0211199999999	179.9526025	60
-60.0873280000001	152.9289225	60
-57.3983720000001	164.9391435	60
-51.0605519999999	118.0618275	60
-50.9545320000002	137.0419715	60
-49.8036550000002	252.8347385	60
-47.6518019999999	127.1823105	60
-43.4779399999998	188.1470805	60
-40.6245239999998	156.2620715	60
-38.3081339999999	253.2716425	60
-39.7195230000002	143.3538285	60
-32.4360219999999	150.9759625	60
-30.9640460000001	232.7746065	60
-28.8093039999999	271.8084965	60
-21.4314260000001	293.2558295	60
-23.933884	255.6234085	60
-17.0884970000002	205.6681815	60
-19.2781420000001	192.9158345	60
-7.2234739999999	212.7305655	60
-12.4497729999998	275.8163395	60
-9.88005900000007	247.5616935	60
-6.61149699999987	262.0127665	60
-5.99993799999993	114.5319315	60
-0.359415999999783	149.6856725	60
1.49997200000007	174.3835175	60
6.04751699999997	225.2348835	60
6.45918699999993	254.5533405	60
12.7428890000001	129.9226365	60
15.397136	153.9461405	60
16.4559770000001	248.2717655	60
13.5496840000001	265.6767325	60
22.365217	161.8094675	60
26.994635	149.3337045	60
30.621936	201.7113295	60
35.6850789999999	118.0300515	60
37.3069230000001	173.1980965	60
39.9479219999998	128.1143315	60
44.0674170000002	182.3651315	60
46.6411459999999	273.1158545	60
54.2106549999999	226.0737675	60
54.377641	182.1368985	60
69.9187809999999	255.2830685	60
71.7184229999998	119.6751405	60
71.3149309999999	223.1390165	60
75.6897309999999	219.0852175	60
76.2226639999999	202.3144895	60
81.5828860000001	188.8667285	60
83.227378	128.2786945	60
87.092584	283.4300775	60
-83.7448610000001	209.4589305	60
-80.5248980000001	274.6354735	60
-75.0826489999999	203.9648115	60
-65.9113790000001	119.8301885	60
-66.0042739999999	230.0127585	60
-25.879449	242.9131685	60
-9.84697599999981	140.7261655	60
-8.12896199999977	174.4936965	60
12.9140710000001	166.4770505	60
86.6654560000002	173.9213705	60
91.4688780000001	147.9451955	60
-67.8651709999999	134.1283895	60
-48.582805	224.5056155	60
-33.8069999999998	186.2915435	60
-31.0610000000001	210.5998185	60
27.3012490000001	237.5162135	60
-23.2491199999999	151.6732965	60
51.8414419999999	134.7828365	60
-29.3189889999999	108.1793145	60
-25.7261579999999	124.3683925	60
-18.4236679999999	128.4014235	60
-15.269221	165.4166115	60
74.6522249999998	127.4162575	60
93.547505	264.7704045	60
-72.752418	373.8699985	60
-72.5765099999999	321.6685585	60
-72.5541979999998	312.0535435	60
-68.2014669999999	356.2347975	60
-68.500434	436.9207265	60
-60.3418219999999	458.4494735	60
-60.2908179999999	431.6378805	60
-52.9063679999999	328.2743145	60
-51.2515870000002	337.8666305	60
-49.9654839999998	313.2879045	60
-47.2857840000001	394.4857445	60
-44.650095	307.1195995	60
-42.265496	387.0342785	60
-39.4501879999998	355.4164905	60
-37.4606359999998	486.3024135	60
-32.3201939999999	476.7628775	60
-31.7879560000001	412.6149735	60
-22.3530000000001	378.3018035	60
-12.8227099999999	468.1312595	60
-5.88232500000004	431.8637405	60
-2.75952300000017	354.0775105	60
5.49653699999999	347.5640435	60
7.4328559999999	328.6632505	60
17.6100139999999	351.2988925	60
24.276832	402.6481195	60
28.4571470000001	460.4574715	60
34.4070339999998	328.1829265	60
41.1164990000002	474.2760055	60
41.622856	347.4293155	60
41.061882	423.0758295	60
54.6773039999998	304.2458235	60
57.0278969999999	483.4937725	60
57.6694769999999	475.8776905	60
73.168259	453.9647695	60
75.5299949999999	402.2514145	60
76.9000190000002	346.2886135	60
78.816863	363.6110525	60
84.4114989999998	460.1439595	60
86.8220850000002	483.2557115	60
-80.5089440000002	389.0555955	60
-42.4754499999999	434.2756555	60
-9.74945200000002	347.7337455	60
-2.57596199999989	328.2281015	60
8.33926199999996	368.9611735	60
32.9720780000002	437.9191565	60
53.4636369999998	375.9866925	60
65.8274270000002	448.7367715	60
75.1147000000001	462.1802415	60
-43.3189080000002	490.6848235	60
-30.4833619999999	455.5056735	60
-17.9662720000001	305.1829415	60
-5.05941100000018	482.0519035	60
-6.14488399999982	458.8993945	60
9.1793819999998	456.6776555	60
48.7453930000001	437.2918495	60
81.6759550000002	417.6398705	60
-88.8504320000002	626.0781345	60
-85.0841129999999	641.3250695	60
-83.408473	505.7096665	60
-80.3693840000001	674.8580545	60
-80.1667649999999	599.4151615	60
-71.7762459999999	688.5100805	60
-57.5990889999998	566.7002085	60
-57.1643610000001	630.3408995	60
-53.9768650000001	669.4366145	60
-47.4678389999999	632.1354215	60
-47.8505009999999	646.9265335	60
-41.4568169999998	672.0394825	60
-39.259063	520.4320075	60
-36.8539019999998	680.6786685	60
-34.2112000000002	588.3058555	60
-30.3897400000001	542.8201695	60
-28.7065320000002	525.6706595	60
-25.8187509999998	649.4185905	60
-24.545036	602.3311795	60
-23.889772	561.4182615	60
-22.6471809999998	541.9808525	60
-15.1976970000001	601.9432475	60
-13.9373599999999	620.2233115	60
-9.07573000000002	658.8997715	60
-7.46454099999983	597.3767135	60
1.01133200000004	562.7711485	60
3.16173100000015	657.3239095	60
2.96342700000014	529.9828785	60
15.7930649999998	594.1380835	60
18.568264	507.0130905	60
23.4868999999999	659.8540625	60
26.2613390000001	562.8976965	60
29.6865619999999	641.6118875	60
33.6186229999998	631.2746815	60
39.130459	603.4570885	60
53.9530770000001	566.7046045	60
59.3838249999999	662.0772665	60
67.5782859999999	662.0805895	60
68.5920759999999	553.9178785	60
70.3591019999999	633.5939765	60
78.7325070000002	613.0007555	60
77.5469699999999	658.3372175	60
83.2958640000002	534.2357815	60
84.726784	569.8057165	60
-91.8556039999999	524.6509695	60
-81.487756	576.8302455	60
-75.8201279999998	644.7990205	60
-68.0928519999998	663.1307205	60
-34.3516530000002	671.1677105	60
-17.4028360000002	583.2723455	60
27.1762680000002	529.9607805	60
35.821164	652.0145315	60
36.8023560000001	564.0762865	60
53.2896639999999	531.0718365	60
69.0506340000002	599.0964335	60
93.6171770000001	534.5563125	60
-63.3272769999999	569.3391885	60
-46.2823520000002	553.2908485	60
-13.4573230000001	561.1431235	60
-4.73170399999981	616.6008905	60
5.83713299999999	684.1296705	60
57.0033640000001	619.7328665	60
65.8388540000001	517.5244155	60
79.7981220000001	633.0323395	60
93.361073	541.9323475	60
16.627778	573.0847765	60
44.784971	530.6849615	60
-75.757016	623.9359215	60
-75.552017	603.5049325	60
-13.968425	685.4281525	60
48.6408609999999	508.8111545	60
67.5500510000002	526.8851395	60
67.0775819999999	652.6864725	60
-91.9902430000002	846.5231825	60
-88.9415600000002	887.3453705	60
-82.3645809999998	849.9221115	60
-74.609954	852.7776515	60
-70.9936579999999	876.2016365	60
-73.8810100000001	711.5344685	60
-64.246545	871.9558795	60
-62.8077929999999	884.0501625	60
-58.7480439999999	875.7277635	60
-59.3918950000002	850.5044685	60
-51.6205709999999	847.0707085	60
-48.5255560000001	815.0993775	60
-37.5156219999999	878.4403715	60
-35.1605930000001	712.4485895	60
-30.655424	872.7600445	60
-28.501612	879.3080235	60
-22.520739	704.6993785	60
-20.5354769999999	877.3003615	60
-20.2148120000002	825.0967695	60
-17.5938230000002	858.6291215	60
-17.4581309999999	711.5241955	60
-12.3813930000001	874.3918945	60
-12.6940260000001	828.2085125	60
-10.4243369999999	711.8596355	60
-9.90702599999986	855.2302435	60
-8.59104100000013	868.4841185	60
-4.77370000000019	825.8431795	60
-1.84592199999997	883.2961475	60
-2.33520399999998	851.5280625	60
5.04549600000018	855.8151995	60
7.25963400000001	833.2588905	60
18.5141309999999	852.8262215	60
18.6578380000001	844.9293295	60
16.9738080000002	833.6004665	60
29.8930730000002	753.8694925	60
29.3150129999999	793.7861555	60
34.0733949999999	746.9028925	60
38.3620510000001	883.3446275	60
36.9183330000001	805.6799795	60
38.265445	830.8267105	60
41.1492539999999	726.5519705	60
45.359731	818.8856155	60
45.9174699999999	747.7349635	60
45.6297920000002	831.8951665	60
50.9058890000001	797.1927275	60
54.3464279999998	832.0159505	60
54.3390589999999	772.1204615	60
66.8536690000001	862.0692705	60
70.0467549999998	748.2464625	60
77.0996789999999	802.1567975	60
78.8513459999999	779.5371605	60
87.8619079999999	751.9343675	60
89.8095079999998	788.9501825	60
93.2839439999998	866.2376915	60
-18.7445229999998	836.1415215	60
-9.61519099999987	846.3353765	60
70.4516330000001	821.7620565	60
14.569074	705.5330575	60
23.7054290000001	704.6180485	60
-37.6498619999998	871.2532185	60
-3.504097	879.0948085	60
106.599904	895.3914185	60
106.75879	814.1480105	60
110.837034	706.8248355	60
117.371425	802.9709915	60
126.538931	707.7432565	60
129.34963	872.3457085	60
150.182986	769.4036085	60
160.448992	842.9473625	60
164.348144	888.0377245	60
176.378731	763.1080845	60
186.635526	866.9965435	60
192.51486	883.9749055	60
193.446196	762.5538865	60
196.354769	747.7055605	60
196.538995	822.7717375	60
201.514134	816.4836365	60
212.666648	754.8685005	60
225.330607	796.5204025	60
228.827722	835.9000935	60
234.900161	772.8474835	60
247.028705	771.0894345	60
247.856662	829.7274885	60
258.321329	876.3380655	60
262.883151	709.4389935	60
269.91455	834.1349665	60
275.27749	882.9871735	60
277.195583	774.2987735	60
276.544898	796.0261825	60
277.453424	825.5000945	60
279.87965	765.6131775	60
280.436671	838.2713975	60
110.919672	718.0014065	60
206.921649	864.5368225	60
207.39336	706.9633875	60
218.95124	723.7284845	60
249.4207	733.1321215	60
265.387217	824.8583525	60
139.276138	879.7047455	60
243.113623	800.6415635	60
242.070826	734.8657765	60
280.683457	744.9716605	60
122.411267	851.9424025	60
197.774928	767.2516085	60
203.665538	767.7130055	60
285.498045	880.0903875	60
134.991124	749.0997725	60
174.581294	724.8553855	60
195.646014	836.8236365	60
214.792549	870.1769515	60
238.151705	751.5547655	60
108.932168	538.3901585	60
113.011065	650.1011935	60
114.040574	522.1876615	60
119.652231	663.1012275	60
120.967112	612.9548255	60
127.423682	524.7502135	60
135.607015	626.0532975	60
136.991549	664.9276155	60
143.973638	683.8961435	60
144.961844	525.0409675	60
146.888599	554.9350855	60
149.43356	617.3684165	60
153.083477	573.1516505	60
154.447548	643.2651075	60
157.858642	509.4967555	60
160.565544	573.5990125	60
162.96528	520.2690635	60
166.59649	508.0619805	60
167.646067	670.2227845	60
168.961195	659.8076385	60
173.779268	503.9361835	60
171.366636	555.1732735	60
173.135768	677.9246785	60
175.143117	638.7302375	60
181.380066	614.5632595	60
187.406046	608.8722295	60
190.511547	684.9655865	60
195.220702	570.0297955	60
200.2354	607.8881365	60
199.693266	574.7559395	60
201.12893	641.0014925	60
205.294909	504.7732205	60
209.099456	660.0917785	60
209.181288	670.2350925	60
212.969667	540.9321725	60
218.269033	525.9438985	60
221.763751	578.4458155	60
218.769275	503.3730725	60
221.057569	656.9140025	60
224.114177	630.6152935	60
227.028321	514.9093345	60
230.999816	545.4711745	60
230.574075	624.7247665	60
232.157022	654.9629425	60
237.921059	640.0157535	60
236.920175	579.7773585	60
241.497297	504.3613765	60
238.77164	680.9199845	60
248.011319	556.4255585	60
250.787054	601.7237775	60
251.349016	570.4384585	60
263.556853	655.6100425	60
259.840812	600.6462615	60
262.889516	615.7369385	60
266.539904	684.7037055	60
275.340003	560.0044325	60
276.624707	608.6207275	60
276.270119	543.5400135	60
278.065227	647.6953525	60
290.651577	618.2669605	60
290.970507	573.4575775	60
130.066099	688.6397565	60
131.94884	577.4698885	60
156.616436	524.9390245	60
171.346382	515.3217565	60
185.402562	651.8742015	60
187.305372	659.4075795	60
189.878151	670.7439795	60
209.869543	527.7175855	60
232.29032	598.7756635	60
239.333794	599.8539205	60
242.027525	673.4978165	60
112.040416	548.6280585	60
155.030981	603.9939895	60
159.538007	677.0895075	60
180.800188	607.4632615	60
192.83123	599.7000175	60
215.125805	652.5625925	60
215.608762	637.1474385	60
231.687138	646.9942215	60
234.645037	689.4470705	60
271.18444	519.1125655	60
279.639629	578.1795575	60
291.106516	671.8875675	60
291.958412	607.1079345	60
117.81811	645.5959455	60
162.484327	583.5047795	60
172.184432	583.1296555	60
175.129247	621.7473405	60
200.065892	633.3041475	60
242.349622	569.4195965	60
132.750897	510.9899905	60
167.385167	663.4581365	60
178.382318	673.3009045	60
189.195916	547.8289875	60
191.414915	539.3500735	60
206.344107	561.7776885	60
207.844823	622.0959775	60
221.31533	596.2382855	60
234.279843	511.6526035	60
251.201501	542.4380395	60
266.71575	526.5346905	60
271.63019	610.0797695	60
271.948954	677.1740425	60
281.710215	519.7072195	60
277.983602	588.0420165	60
289.234481	652.0479835	60
289.170195	525.0850525	60
111.310538	333.2831325	60
112.259841	483.2120375	60
118.635691	332.3156095	60
123.012422	410.3908155	60
128.609488	441.2876175	60
131.785957	387.7565635	60
130.995626	431.4524255	60
142.454804	355.8583865	60
141.654319	401.3798885	60
157.350919	398.9343865	60
154.741134	327.6165185	60
156.621144	465.2450965	60
161.923214	447.1797905	60
177.878584	414.5591625	60
180.617013	351.0519835	60
181.069907	467.5425835	60
185.447413	489.5931995	60
187.699504	309.8550805	60
191.663329	387.0092105	60
201.167114	310.4929825	60
207.649068	487.8713735	60
207.64457	436.1096505	60
208.940295	462.8056155	60
209.221669	400.3696045	60
215.819342	405.5727115	60
218.276727	413.9822725	60
227.237162	491.8113365	60
228.495555	454.8321415	60
241.136994	480.4688535	60
243.329912	356.8809805	60
243.420591	346.6966755	60
246.293881	329.2774895	60
247.80549	473.5050835	60
247.365064	320.1196235	60
258.51275	355.4253145	60
261.929217	337.8481485	60
269.9239	353.6657975	60
268.715633	331.2454895	60
273.036729	460.4602565	60
273.280035	393.3970745	60
278.315019	364.7503555	60
288.127028	459.5099835	60
151.448658	446.8963855	60
168.764861	315.2188055	60
169.256658	430.7807675	60
177.475711	324.3964025	60
184.230048	360.1279755	60
197.925801	357.4870105	60
200.836419	363.5453115	60
232.298553	343.0325635	60
240.642306	419.3113335	60
245.091958	455.3114315	60
279.708701	374.2517445	60
284.033788	396.2826985	60
288.946213	379.3623885	60
130.230152	474.7860325	60
151.500213	423.0586525	60
200.000551	442.7743725	60
238.501991	374.9093925	60
243.274858	328.1076165	60
254.778049	361.2785785	60
256.872825	407.6585425	60
265.008826	455.1976625	60
287.792074	484.9690725	60
117.97409	432.6191435	60
140.585262	429.6646795	60
160.987897	340.2311385	60
177.019692	435.4529435	60
252.820412	395.8086605	60
143.184326	328.3720855	60
147.580906	381.6288025	60
