"V1" "V2" "V3"
"22247" 645 804 62
"31729" 1333 599 91
"13949" 1181 760 43
"17666" 562 1198 58
"31192" 887 58 90
"22618" 552 1472 64
"24353" 1360 918 73
"6133" 909 824 27
"32918" 1096 1171 94
"6199" 1128 180 20
"9801" 177 1449 38
"23821" 903 587 70
"18536" 1062 688 58
"19782" 1436 609 61
"15440" 872 1321 51
"15306" 304 971 49
"21826" 545 988 61
"26671" 1371 766 78
"6785" 445 1014 27
"31643" 1057 808 86
"18140" 929 1507 51
"94" 130 662 10
"11176" 986 921 34
"1069" 228 826 6
"27994" 611 687 78
"10738" 730 1314 32
"12914" 89 636 39
"2127" 1015 20 13
"31167" 806 276 86
"9285" 1206 1398 38
"15032" 838 872 43
"4823" 345 1404 17
"1362" 471 1179 7
"19860" 256 133 59
"17620" 328 821 57
"783" 573 348 14
"31850" 359 194 90
"8842" 1058 937 28
"29556" 513 726 85
"6171" 1033 832 21
"15487" 997 1421 44
"7084" 73 56 28
"17659" 506 1316 50
"28609" 1313 246 79
"21808" 417 833 66
"22070" 1435 1262 67
"1403" 689 529 7
"1232" 941 937 23
"27116" 99 99 78
"4752" 38 1470 17
"15557" 1204 1140 49
"12987" 453 732 38
"4339" 1437 1023 17
"14654" 918 631 42
"32360" 896 112 93
"20696" 756 1251 59
"27004" 1164 758 81
"31992" 893 757 94
"9601" 1022 598 30
"24938" 670 1364 76
"21128" 914 443 63
"29970" 556 1158 89
"13079" 878 405 38
"28607" 1311 581 78
"2971" 370 457 12
"14518" 422 404 47
"1544" 1265 1204 15
"8534" 1234 387 29
"1317" 292 1331 7
"30873" 1125 239 86
"10092" 1302 1218 36
"12152" 34 499 43
"20622" 397 581 58
"10084" 1276 142 34
"13351" 354 1273 45
"14214" 853 1076 47
"2628" 462 963 18
"12007" 1050 1234 41
"5145" 69 1114 24
"17281" 520 369 56
"9754" 1550 959 34
"28960" 1105 142 85
"19227" 791 856 54
"13316" 212 639 48
"25965" 108 540 77
"21769" 234 1270 67
"33364" 328 519 94
"13897" 1031 880 40
"21938" 959 518 66
"23578" 1281 985 69
"28856" 771 222 80
"30547" 1286 1156 83
"33090" 1009 1535 93
"13662" 1690 1326 43
"8425" 910 125 29
"24545" 625 1070 68
"26406" 384 1252 83
"12809" 1259 358 39
"2347" 635 1215 10
"2479" 1187 1215 16
"7362" 1103 575 28
"29983" 604 409 88
"4179" 912 503 16
"14954" 565 516 50
"18834" 694 1060 53
"5176" 198 952 25
"1709" 680 962 8
"26340" 156 724 73
"14585" 703 62 45
"29576" 582 820 87
"13944" 1170 984 44
"31486" 427 1535 91
"7074" 21 1438 23
"24270" 1095 143 71
"27716" 992 33 79
"15118" 1117 835 48
"13111" 1032 196 38
"27463" 1621 1490 75
"272" 430 1132 8
"18665" 1709 1445 59
"27006" 1172 1211 74
"20318" 679 745 64
"13556" 1134 1250 45
"31975" 861 934 93
"28197" 1390 749 77
"26089" 725 311 78
"7540" 416 117 24
"22348" 1051 1222 69
"3964" 1426 1022 16
"22" 29 651 7
"4580" 878 1202 21
"15161" 1222 956 43
"20095" 1240 274 59
"21924" 916 256 65
"11970" 910 500 36
"26026" 422 719 82
"27290" 860 342 83
"17986" 272 1387 51
"4043" 325 1042 15
"21639" 1232 671 65
"15288" 261 1030 48
"8070" 1021 1034 31
"9279" 1191 140 34
"24612" 862 916 73
"30637" 113 1207 91
"17080" 1187 1036 50
"30492" 1116 1012 89
"21599" 1108 632 60
"21486" 747 1483 61
"10571" 5 1472 33
"20014" 985 442 59
"33341" 77 805 93
"3166" 1126 1143 12
"6603" 1191 1260 22
"14240" 959 566 48
"25528" 1323 980 71
"19328" 1171 399 54
"7165" 401 274 23
"32823" 347 640 90
"7023" 1308 1461 27
"13468" 779 968 39
"5877" 1370 741 20
"23166" 1191 22 64
"5924" 79 377 27
"11599" 1021 969 34
"26722" 62 1405 82
"13108" 1026 766 55
"25978" 175 1148 74
"7186" 470 154 23
"27392" 1255 1104 79
"26747" 251 525 75
"11490" 707 1279 41
"33338" 65 1172 93
"17562" 25 1217 51
"6063" 723 1324 26
"17999" 359 550 52
"18571" 1166 532 57
"26743" 236 282 79
"19966" 806 262 62
"29109" 150 705 90
"6017" 554 310 20
"16178" 669 699 54
"923" 490 543 12
"30319" 531 790 92
"29771" 1227 1003 81
"29858" 83 1076 88
"20878" 1436 908 63
"17401" 977 483 54
"9228" 1051 1328 28
"3941" 1326 1181 22
"8448" 975 651 30
"7943" 441 715 32
"27043" 1289 1300 74
"8373" 731 1392 31
"16222" 857 653 51
"16898" 497 1297 52
"1027" 44 1307 11
"13280" 38 1054 47
"31618" 938 1045 91
"168" 251 431 8
"1411" 718 577 13
"24088" 400 604 71
"29817" 1432 1536 82
"5887" 1419 1044 29
"27735" 1043 1061 76
"4837" 431 616 21
"18169" 1046 508 51
"19998" 918 25 56
"33524" 522 189 94
"20430" 1096 1189 62
"31413" 60 144 93
"284" 450 943 9
"12838" 1345 1437 37
"29666" 912 279 82
"2052" 738 937 16
"21859" 674 343 61
"742" 279 321 11
"21217" 1223 62 59
"11100" 698 671 38
"23478" 1026 906 71
"8675" 397 771 31
"15126" 1132 752 43
"10483" 1209 567 31
"840" 829 1187 8
"13558" 1146 826 43
"18009" 386 921 59
"31135" 700 167 93
"16419" 70 83 52
"29815" 1408 426 88
"2805" 1123 716 16
"15531" 1112 1112 51
"28024" 744 481 78
"10980" 118 1382 40
"1657" 433 507 13
"8274" 292 323 27
"31514" 531 579 92
"6668" 1438 1046 21
"18789" 547 1301 63
"25343" 736 448 70
"15380" 687 872 44
"25052" 1070 135 69
"14349" 1259 1007 47
"24101" 450 220 78
"13183" 1252 447 46
"1509" 1035 720 14
"9753" 1550 1170 29
"14791" 1366 779 47
"876" 154 1150 12
"15787" 658 1075 63
"33491" 1550 1522 94
"28855" 770 218 79
"15503" 1046 384 50
"12608" 484 921 44
"2403" 828 1328 11
"12325" 827 656 43
"25143" 1402 1419 75
"8033" 877 224 25
"5491" 1345 382 24
"1364" 481 981 18
"12468" 1340 1434 36
"2031" 673 1384 9
"10361" 815 303 34
"26475" 664 439 78
"10424" 1004 576 31
"28865" 798 288 79
"8136" 1191 1527 25
"30768" 711 445 84
"26956" 1033 261 81
"26409" 398 843 81
"26491" 739 54 77
"14833" 56 378 43
"1204" 828 348 11
"28999" 1233 821 85
"15434" 863 285 44
"17867" 1291 547 56
"3180" 1189 858 12
"25134" 1348 678 76
"28268" 169 415 85
"23363" 501 620 71
"29531" 391 996 91
"6016" 541 57 26
"9462" 487 1172 29
"12482" 1394 388 39
"10228" 281 1462 39
"4642" 1122 347 21
"28725" 302 331 90
"5323" 770 1042 18
"4691" 1271 1514 16
"12406" 1115 396 41
"17972" 192 1184 58
"424" 27 148 8
"14119" 450 701 44
"10904" 1306 1337 44
"414" 818 1486 13
"7419" 1340 676 23
"17342" 715 1380 55
"29349" 1054 916 85
"15277" 222 1290 44
"14735" 1181 1020 43
"25301" 576 159 77
"9595" 1002 728 30
"28301" 262 1045 78
"10415" 985 1330 38
"9712" 1337 1170 31
"16611" 924 154 47
"2817" 1169 888 15
"23850" 1006 991 66
"2002" 556 498 14
"19421" 1485 604 55
"31890" 573 358 94
"30713" 471 439 92
"27715" 991 397 77
"1746" 806 1473 22
"1737" 768 1414 8
"3550" 1212 1487 19
"15973" 1304 611 51
"19919" 547 533 61
"31352" 1329 609 89
"15427" 851 1233 48
"19066" 58 566 58
"25432" 1000 277 79
"1802" 998 1001 13
"27672" 822 952 76
"29774" 1232 880 87
"9568" 917 502 29
"32671" 853 1509 94
"6920" 980 453 27
"5618" 446 933 25
"8789" 824 1117 33
"20944" 221 538 64
"28170" 1287 1141 77
"11152" 908 380 33
"28834" 701 542 90
"4498" 591 545 16
"32893" 925 448 91
"12317" 802 1196 40
"25694" 649 205 78
"22566" 335 212 70
"25503" 1233 105 71
"29615" 720 1144 81
"1708" 680 380 13
"3840" 911 974 20
"14879" 276 999 50
"22675" 774 1119 68
"3496" 1026 968 17
"4460" 388 243 27
"4640" 1110 743 16
"28100" 1051 315 77
"6982" 1198 39 26
"1624" 337 483 14
"153" 227 1094 6
"15832" 842 1246 45
"21567" 1029 1509 60
"4725" 1470 1342 26
"17211" 222 1241 57
"3094" 788 1404 18
"29203" 534 528 80
"5008" 1050 492 24
"11935" 812 1347 37
"31090" 508 154 88
"29192" 495 124 85
"32722" 1134 932 89
"27238" 652 721 81
"22432" 1360 681 64
"29350" 1054 1402 86
"29521" 342 507 81
"32068" 1175 1139 93
"11496" 741 878 41
"12761" 1129 665 43
"1242" 992 915 12
"16012" 1574 848 52
"28124" 1126 940 77
"9620" 1066 622 29
"175" 257 282 6
"10823" 1021 655 43
"23100" 1006 908 64
"17321" 644 652 55
"15795" 704 984 58
"19588" 779 1100 60
"32172" 77 602 88
"1128" 529 905 14
"22263" 712 1383 62
"27577" 496 859 76
"7094" 124 616 23
"19869" 298 4 56
"29212" 564 208 88
"10264" 418 1243 31
"14723" 1133 915 44
"7828" 1602 1431 24
"9864" 485 1361 40
"16472" 269 243 53
"9526" 780 1089 35
"17416" 1055 834 50
"8840" 1048 1419 37
"5804" 1108 201 19
"2436" 972 100 14
"7316" 991 223 23
"4136" 742 615 23
"22653" 681 1418 68
"29001" 1241 414 83
"22966" 482 997 71
"13398" 523 1460 45
"13362" 394 235 47
"2874" 1459 1374 17
"19700" 1157 55 55
"15819" 786 543 45
"4956" 884 102 22
"23771" 652 478 71
"10311" 636 828 31
"27549" 374 754 80
"14597" 740 21 42
"12620" 534 592 41
"27568" 463 592 76
"21831" 568 458 65
"22644" 662 1421 63
"4596" 944 150 21
"6707" 75 405 29
"29770" 1227 961 87
"3560" 1246 573 17
"30256" 221 1534 87
"5505" 1412 741 23
"29761" 1201 1469 87
"2084" 855 1489 14
"31099" 557 525 90
"10051" 1166 1301 32
"31705" 1227 120 86
"17161" 1658 1140 55
"23824" 907 562 68
"28948" 1075 1408 86
"27869" 109 19 84
"9027" 226 1129 35
"31139" 711 86 92
"12561" 192 90 44
"27780" 1174 415 82
"16716" 1231 1014 53
"18967" 1160 54 53
"26723" 63 1191 74
"25809" 1058 438 81
"1734" 760 733 15
"29607" 709 1496 88
"29828" 1513 1076 86
"5112" 1498 1000 20
"4048" 358 708 15
"31239" 1021 1449 91
"2327" 555 946 10
"242" 382 1320 7
"7300" 923 392 23
"9944" 798 892 36
"11202" 1065 769 38
"1858" 1191 937 9
"7563" 501 1487 29
"26711" 5 130 82
"32532" 1653 1444 93
"25680" 584 1065 74
"1445" 829 1345 9
"23141" 1108 830 65
"16874" 399 384 53
"9395" 231 90 35
"15101" 1051 911 44
"6107" 820 368 24
"12021" 1111 398 35
"17130" 1435 1206 60
"32236" 395 219 94
"21752" 129 607 69
"22544" 271 26 69
"3810" 797 1433 19
"31199" 915 296 85
"20207" 203 15 61
"9236" 1070 386 28
"6698" 25 27 28
"31658" 1092 1383 88
"31950" 788 664 88
"32035" 1027 275 91
"9229" 1058 524 33
"11946" 840 261 35
"3137" 1007 312 21
"31819" 223 96 89
"4878" 625 760 24
"9053" 326 448 33
"19137" 371 1088 62
"10" 9 1000 6
"1869" 1246 1512 11
"22414" 1307 1309 62
"24981" 812 498 83
"30394" 796 616 84
"24765" 1332 1234 68
"26465" 630 1508 74
"27946" 473 1491 84
"12667" 728 1426 42
"7754" 1236 934 24
"22924" 257 1257 64
"31459" 263 560 90
"30301" 441 282 83
"3531" 1157 1072 22
"6481" 767 590 26
"33277" 1129 778 92
"21909" 858 494 61
"28065" 913 1357 86
"25607" 164 742 72
"19135" 356 9 59
"14555" 583 1084 48
"26031" 442 1333 83
"19988" 882 1394 56
"14925" 495 415 43
"3333" 416 113 18
"11906" 665 243 39
"5013" 1070 1044 24
"28936" 1038 38 85
"779" 549 766 9
"1089" 304 594 20
"29472" 37 24 89
"27090" 1589 1133 79
"29451" 1459 1135 85
"16326" 1222 546 47
"15186" 1320 1019 47
"7602" 675 443 34
"32326" 783 950 92
"13609" 1350 1384 43
"30284" 343 503 86
"3130" 969 640 17
"9481" 579 794 32
"21232" 1249 1468 62
"27796" 1253 992 81
"14331" 1215 1075 41
"20824" 1219 850 62
"719" 108 1147 7
"20115" 1303 1529 56
"4721" 1460 725 22
"23323" 286 163 70
"27181" 392 1421 78
"23625" 1525 1276 70
"8551" 1286 994 31
"32740" 1239 1061 90
"10460" 1138 340 36
"24211" 859 496 73
"17352" 773 1052 49
"26946" 1005 909 75
"2689" 707 141 15
"26986" 1120 400 80
"8018" 829 1363 26
"22254" 675 951 63
"28632" 1406 701 88
"1698" 636 1271 13
"1794" 961 342 14
"23556" 1217 830 72
"29641" 807 1111 82
"6632" 1268 705 26
"26296" 1445 857 73
"1340" 377 160 14
"8298" 400 703 27
"12342" 897 1240 44
"27419" 1325 1506 75
"14510" 405 221 47
"26430" 469 885 87
"30405" 839 1187 90
"15976" 1307 199 45
"12604" 456 216 44
"18879" 817 616 58
"12763" 1129 184 42
"17350" 763 1280 54
"20038" 1070 362 68
"21900" 831 367 66
"4995" 1013 1353 23
"3503" 1050 750 14
"29240" 654 740 87
"16852" 303 463 61
"19480" 233 477 65
"6274" 1377 1484 20
"29337" 1004 820 90
"13340" 298 1512 45
"6074" 745 825 29
"27140" 219 153 81
"19734" 1236 252 64
"27076" 1468 1028 74
"21881" 761 1512 68
"19948" 722 1475 57
"15491" 1018 1320 58
"20466" 1206 276 57
"22962" 463 267 71
"29364" 1107 1066 80
"8077" 1043 625 26
"15803" 744 981 51
"8308" 443 1124 26
"23911" 1196 42 69
"28306" 271 1114 85
"1860" 1204 995 12
"22663" 712 1233 69
"12940" 215 1424 38
"2177" 1142 722 13
"5907" 7 710 27
"28009" 700 603 82
"4639" 1108 1532 21
"6427" 566 542 21
"29361" 1103 685 84
"31169" 814 274 88
"18970" 1179 871 56
"33259" 979 1329 93
"16935" 647 241 55
"30377" 738 170 88
"30861" 1088 286 88
"21147" 974 1114 65
"12720" 983 98 49
"22049" 1360 637 66
"8941" 1364 1022 28
"5854" 1293 833 19
"15981" 1340 1299 51
"1474" 915 1533 8
"12705" 900 282 37
"2280" 334 618 15
"22627" 587 225 70
"22719" 956 763 65
"20054" 1097 268 64
"29074" 1533 1298 83
"3986" 55 1344 22
"31758" 1524 1308 90
"6921" 983 1398 27
"13156" 1183 885 43
"794" 615 800 7
"24305" 1219 295 67
"5972" 324 733 28
"237" 372 139 6
"6345" 189 1115 28
"3498" 1035 1200 25
"31037" 263 380 85
"16185" 697 1230 53
"12615" 525 220 45
"31639" 1045 907 91
"27652" 766 1399 80
"10333" 702 231 36
"26889" 826 365 74
"30396" 802 8 89
"19250" 888 195 54
"26665" 1354 312 75
"13961" 1238 1252 50
"16803" 71 173 58
"1467" 883 287 10
"10290" 533 1344 31
"5026" 1099 1028 17
"5204" 311 960 21
"12314" 779 247 40
"29193" 503 644 81
"14099" 335 1353 53
"8412" 860 592 32
"14631" 849 453 49
"8537" 1241 512 31
"14843" 114 640 52
"18586" 1195 1050 55
"12923" 141 347 38
"6014" 532 1287 27
"8969" 1479 1008 35
"29780" 1263 412 88
"18541" 1071 773 60
"2846" 1293 1006 19
"12446" 1251 352 36
"10682" 523 817 38
"16607" 910 267 54
"5662" 626 1244 20
"7260" 733 1158 23
"33281" 1139 622 92
"155" 229 515 6
"10285" 510 1398 31
"1355" 452 337 13
"19202" 700 620 63
"7199" 523 1110 29
"18897" 861 259 59
"11746" 1579 1366 37
"6421" 553 312 26
"6666" 1436 1144 26
"16142" 500 1302 47
"20169" 42 473 65
"20403" 1011 612 58
"16743" 1354 1030 52
"18694" 207 1286 60
"24249" 1008 1231 72
"14881" 279 92 51
"10007" 1018 237 36
"31585" 841 376 92
"3552" 1218 685 15
"3680" 311 932 14
"6295" 1470 1531 27
"12792" 1200 1413 37
"26494" 743 1190 80
"15152" 1207 1107 47
"24606" 840 353 74
"15081" 993 799 43
"25388" 876 1019 77
"264" 425 467 7
"2039" 684 1445 14
"7614" 749 1152 30
"25749" 863 1380 78
"17361" 813 946 56
"25726" 790 723 72
"33380" 476 727 94
"26245" 1266 1268 76
"3225" 1381 1263 25
"17005" 952 387 51
"24670" 1003 262 73
"10782" 907 1126 33
"21695" 1472 1007 63
"24318" 1243 114 69
"31988" 880 922 91
"32332" 807 1117 94
"31566" 762 1019 92
"18783" 531 49 60
"21837" 590 1187 68
"12497" 1442 949 41
"31801" 116 953 87
"213" 329 547 7
"15494" 1028 1094 44
"27201" 500 71 76
"28507" 1044 1063 78
"11212" 1106 756 38
"23471" 998 985 66
"24029" 186 15 71
"4736" 1542 1154 17
"6083" 771 343 26
"13136" 1120 1112 39
"19266" 950 1116 54
"33224" 704 1257 93
"15550" 1184 1534 47
"14841" 106 221 46
"13614" 1362 575 39
"5425" 1121 1213 24
"31488" 440 1218 86
"1663" 453 663 15
"9602" 1024 775 33
"12768" 1140 1532 40
"2138" 1043 1280 17
"30311" 488 994 87
"23137" 1099 127 64
"28683" 114 458 86
"22168" 307 1129 62
"25382" 861 1495 77
"20372" 889 1382 62
"17636" 403 1018 50
"26547" 925 3 73
"10544" 1493 1275 36
"656" 698 1289 8
"20438" 1126 254 57
"17028" 1013 1256 55
"24084" 394 440 68
"6841" 695 994 28
"1123" 501 362 10
"9786" 83 809 38
"21813" 438 667 69
"27706" 939 704 77
"22142" 217 355 69
"29811" 1384 375 83
"8550" 1278 934 30
"1144" 599 303 11
"23639" 1600 1483 70
"27648" 746 877 76
"20186" 125 228 63
"30218" 71 1043 89
"9073" 432 1339 28
"8385" 767 197 26
"13774" 582 1291 47
"19179" 554 230 71
"30095" 1085 984 86
"24370" 1512 1238 70
"7688" 1026 1221 24
"4303" 1287 915 21
"1262" 1224 1081 10
"17136" 1467 808 49
"24921" 540 165 75
"13254" 1535 1286 38
"11539" 872 1531 40
"13499" 879 977 39
"33538" 796 362 94
"24501" 420 1370 68
"8142" 1206 1402 25
"20711" 820 1442 58
"6692" 1691 137 21
"4410" 252 427 16
"30198" 1559 1188 89
"27587" 523 1490 83
"11106" 739 65 43
"32377" 942 565 94
"15317" 367 484 51
"23668" 114 1018 70
"191" 285 809 7
"32039" 1044 381 87
"6241" 1248 1143 20
"23819" 883 882 72
"24422" 139 1294 77
"948" 636 553 9
"29620" 732 676 81
"2069" 790 1080 16
"30531" 1263 447 84
"24112" 499 1207 69
"10383" 886 1489 36
"27444" 1454 976 80
"15556" 1201 1016 49
"19425" 1495 590 59
"15063" 939 534 45
"5113" 1506 1101 22
"6101" 806 563 23
"22828" 1308 985 69
"6139" 919 451 23
"26456" 585 584 73
"18724" 309 477 60
"29516" 314 315 88
"10767" 856 892 37
"29591" 640 511 88
"18802" 616 963 59
"9597" 1002 641 31
"27687" 881 912 76
"7545" 439 345 29
"23483" 1034 823 70
"23423" 783 450 65
"6299" 1512 1202 23
"23069" 910 268 65
"1963" 368 402 11
"29452" 1467 554 80
"3090" 776 222 13
"17262" 421 511 57
"26356" 208 1183 75
"24618" 887 83 71
"32330" 803 1395 88
"32974" 1730 1503 92
"19214" 755 159 61
"25225" 258 1075 79
"19017" 1402 715 53
"12394" 1082 1061 40
"27152" 257 573 75
"19644" 962 62 60
"21060" 726 293 59
"5326" 781 590 23
"20844" 1282 855 63
"1357" 457 436 12
"28226" 1714 1410 86
"21604" 1124 37 66
"31501" 493 1394 93
"29006" 1248 184 79
"24818" 42 611 75
"11521" 827 126 40
"17754" 936 607 56
"15609" 1352 943 47
"30207" 33 1343 83
"29328" 976 1323 80
"28338" 384 787 78
"9741" 1464 489 29
"8665" 315 969 31
"8446" 973 903 29
"21717" 1604 1057 68
"17198" 170 1487 54
"8609" 1682 1217 33
"7954" 495 252 31
"9913" 685 1507 43
"28185" 1338 1489 77
"11500" 754 1410 43
"2663" 584 822 17
"14712" 1107 797 42
"11960" 887 775 41
"7716" 1128 183 28
"25768" 928 521 71
"417" 853 1391 8
"1252" 1084 890 15
"17928" 1676 1327 54
"12022" 1119 487 41
"17331" 687 273 53
"31404" 22 268 92
"13368" 418 383 39
"19629" 925 866 60
"18436" 661 749 52
"9837" 353 857 40
"1597" 216 754 8
"8561" 1304 1079 36
"30555" 1300 1010 88
"14934" 510 104 56
"18239" 1272 603 54
"31237" 1015 358 89
"9356" 1725 1425 31
"33018" 394 1034 94
"5189" 243 115 18
"29057" 1426 845 84
"17575" 89 734 54
"4431" 314 940 20
"5182" 223 214 18
"15779" 631 124 45
"17456" 1194 231 49
"18175" 1068 1533 57
"15423" 846 1389 44
"17415" 1049 914 54
"7923" 379 440 34
"19224" 783 39 60
"20894" 1559 906 63
"20563" 114 438 66
"13492" 863 1432 45
"18460" 763 147 52
"33442" 1104 225 94
"25046" 1044 964 71
"23998" 7 1362 67
"24657" 981 988 72
"28416" 707 1408 78
"6246" 1270 1434 24
"22935" 325 162 64
"953" 673 1308 9
"20486" 1268 1273 60
"10694" 568 1287 40
"17693" 708 217 57
"1982" 464 148 9
"21842" 620 1038 61
"27266" 743 695 82
"19876" 327 552 62
"10673" 464 988 40
"10714" 640 1489 33
"32992" 96 12 91
"23390" 609 803 65
"28360" 478 140 88
"13399" 534 411 45
"32143" 1599 1113 87
"4898" 703 1513 23
"4167" 861 1430 19
"15916" 1127 742 51
"3644" 121 1441 21
"709" 64 1053 9
"2404" 839 69 10
"20939" 192 480 66
"24194" 810 1518 67
"18034" 493 983 54
"23630" 1551 1334 66
"15905" 1105 995 46
"25250" 355 1461 70
"31963" 824 523 94
"223" 358 1456 7
"26697" 1540 899 79
"12741" 1073 857 39
"24992" 847 1056 79
"27194" 475 204 82
"23221" 1370 751 70
"27807" 1278 188 77
"12559" 172 55 37
"13835" 824 233 46
"22358" 1076 1460 62
"12124" 1474 525 44
"13893" 1027 79 43
"11448" 515 1278 36
"12581" 330 632 44
"6651" 1351 915 26
"3344" 455 95 16
"21929" 931 202 66
"1116" 466 146 7
"1298" 230 831 8
"27871" 112 731 84
"14908" 403 1387 51
"9103" 560 222 28
"7346" 1064 133 28
"29145" 298 1386 80
"9199" 938 972 33
"28773" 474 492 82
"7758" 1255 619 28
"11491" 714 872 41
"27028" 1249 1153 74
"9571" 937 1289 37
"3479" 949 63 14
"23987" 1560 1351 70
"2417" 881 1031 14
"32792" 36 1058 90
"26166" 1005 389 72
"20386" 943 481 58
"19979" 842 164 62
"18327" 143 1420 55
"2748" 917 278 17
"849" 889 1165 9
"15082" 1004 1228 49
"33081" 916 1522 93
"22135" 185 197 67
"14018" 1457 945 45
"715" 94 1355 10
"11648" 1174 926 35
"9046" 295 483 34
"30211" 46 1029 84
"31699" 1217 1473 86
"4466" 429 733 24
"9563" 901 975 41
"4796" 256 1194 17
"2125" 1008 238 15
"2027" 651 732 14
"19732" 1229 165 59
"14127" 472 362 43
"8595" 1498 680 37
"31313" 1219 370 93
"725" 163 69 6
"1946" 311 354 12
"10284" 490 1179 37
"1378" 544 28 16
"29305" 897 692 80
"28420" 737 593 82
"20151" 1533 712 60
"25395" 892 773 70
"29543" 457 771 82
"28732" 327 512 86
"4661" 1164 150 22
"21" 32 824 9
"9261" 1164 537 33
"23969" 1388 710 76
"3787" 725 686 17
"2432" 945 206 17
"278" 437 1204 15
"2065" 770 269 13
"24538" 580 1017 68
"13264" 1612 1019 45
"29918" 327 603 88
"18286" 1504 1466 57
"25992" 271 72 79
"14149" 593 924 47
"14105" 359 1315 48
"10358" 806 1173 31
"1499" 998 1430 13
"30228" 112 552 89
"20319" 680 884 66
"25530" 1328 880 76
"3742" 569 1131 14
"32045" 1073 837 87
"12862" 1446 563 50
"20066" 1145 735 61
"6201" 1141 302 24
"3456" 864 428 17
"21286" 1521 668 63
"9410" 313 868 29
"10212" 237 238 37
"11458" 568 599 40
"25832" 1133 1175 75
"29795" 1313 1365 83
"2276" 293 1398 12
"24154" 670 1189 76
"6576" 1127 37 26
"16014" 1585 1475 51
"11876" 572 1178 42
"20149" 1526 1076 64
"6770" 376 862 35
"26780" 381 518 81
"32567" 244 1275 89
"3558" 1243 994 13
"12849" 1384 904 42
"22333" 1010 370 67
"13761" 531 1170 44
"22274" 741 820 71
"29518" 321 1031 87
"18121" 842 1534 52
"10002" 1007 1155 38
"16742" 1352 663 52
"13020" 573 1399 39
"7241" 685 112 30
"33416" 876 396 94
"26598" 1100 977 73
"16501" 408 619 54
"16814" 112 1113 52
"17016" 984 1080 54
"30978" 1656 1219 90
"32427" 1114 1397 93
"32090" 1244 946 93
"23475" 1006 48 69
"17833" 1194 1499 50
"31756" 1510 1419 86
"2340" 610 1018 11
"16550" 659 1019 54
"29649" 841 264 81
"33392" 657 1068 93
"24930" 586 184 69
"6045" 673 1512 21
"1254" 1103 899 12
"25662" 477 268 71
"7161" 391 735 24
"16865" 365 1379 48
"22954" 431 1184 70
"10399" 933 343 31
"4272" 1209 341 15
"31296" 1174 785 89
"9216" 988 1209 36
"22802" 1256 1181 63
"4692" 1272 1132 20
"28750" 422 1178 80
"29605" 692 1268 85
"31776" 21 496 87
"29307" 907 867 86
"7610" 703 1061 30
"25003" 894 725 73
"8407" 849 1529 34
"8285" 344 173 31
"8162" 1285 135 25
"10573" 13 857 32
"28588" 1254 755 78
"663" 727 1361 8
"27536" 331 17 77
"20952" 260 359 60
"18415" 570 8 52
"29967" 545 119 85
"29655" 851 1003 86
"28452" 864 533 84
"17164" 11 180 60
"6635" 1284 472 21
"26865" 722 76 80
"22433" 1365 1486 66
"8116" 1137 407 31
"14" 19 954 6
"30459" 1030 974 92
"6450" 648 1135 28
"32963" 1462 1361 94
"32418" 1071 1091 94
"16289" 1100 1425 48
"21352" 217 241 60
"10078" 1259 1287 30
"15371" 642 78 44
"18473" 811 1309 53
"22672" 762 218 63
"26398" 373 753 74
"19463" 130 1254 65
"30891" 1172 785 84
"33009" 268 1486 92
"24746" 1250 492 73
"15634" 1447 1222 49
"12227" 381 596 42
"5884" 1407 1135 21
"19123" 316 1003 58
"7367" 1130 1523 29
"21782" 300 1212 61
"17992" 308 331 51
"5004" 1040 550 23
"393" 674 1110 8
"11493" 721 615 49
"22885" 62 574 65
"8681" 418 720 31
"20342" 802 504 57
"399" 710 1413 7
"705" 44 1427 10
"28714" 261 193 88
"30848" 1031 428 90
"13926" 1107 774 45
"13407" 554 457 39
"11563" 943 864 34
"16456" 214 1138 47
"2622" 448 416 19
"13412" 591 934 39
"25697" 673 1264 77
"14024" 1493 993 44
"8847" 1065 840 27
"17093" 1225 422 53
"2294" 412 392 16
"15997" 1455 1315 52
"26463" 616 1296 79
"20838" 1262 1088 71
"15025" 821 84 45
"18845" 722 1131 57
"20852" 1326 509 58
"31142" 717 567 93
"15254" 111 873 46
"23496" 1062 156 76
"33051" 700 1396 91
"1665" 454 645 8
"2452" 1071 703 11
"27096" 1664 1237 79
"17340" 715 79 49
"23211" 1316 844 70
"22012" 1218 1153 64
"539" 784 996 10
"18692" 200 1207 59
"18901" 868 365 54
"19156" 431 466 60
"20232" 323 1088 62
"30105" 1107 747 89
"3984" 48 950 20
"12035" 1151 958 35
"2825" 1189 827 13
"32781" 1541 1235 93
"5258" 518 1448 18
"31503" 497 632 86
"10438" 1066 262 37
"11845" 462 1534 41
"2369" 704 176 16
"28959" 1103 1223 84
"4163" 836 1461 16
"2611" 364 203 18
"30720" 494 93 91
"22307" 925 348 67
"15995" 1445 1067 45
"5086" 1373 1084 31
"121" 173 1301 10
"27335" 1029 474 75
"17821" 1167 288 51
"6831" 649 62 22
"10811" 989 1501 32
"24490" 383 1423 69
"31049" 327 432 85
"14445" 135 1112 45
"24136" 611 328 72
"27671" 815 615 76
"32729" 1167 949 92
"7077" 41 1257 29
"30112" 1120 659 87
"1527" 1174 1478 12
"30353" 627 405 83
"15540" 1130 319 46
"21276" 1451 1269 65
